id,title,body,department,sentiment
468,Accoglienza calorosa poi disorganizzazione,"Primo impatto splendido al check in, poi tutto si è sgretolato nei giorni successivi con errori e ritardi.",Reception,negative
469,Check in sotto la pioggia,"Ci hanno fatto aspettare fuori perché la hall era piena, gentilezza dei saluti non compensa il trattamento.",Reception,negative
470,Receptionist gentile sistema rotto,"Ragazza cortese incastrata in un gestionale che non funzionava, tante scuse nessuna soluzione rapida.",Reception,negative
471,Sorridenti ma dicono no a tutto,"Personale sempre con il sorriso ma qualunque richiesta trovava un no categorico, gentilezza inutile all atto pratico.",Reception,negative
472,Check in con welcome drink ma stanza sbagliata,"Accoglienza da cinque stelle con bollicine ma poi camera diversa dalla prenotata, contrasto evidente.",Reception,negative
473,Receptionist preparato ma freddo,"Sapeva tutto della zona ma lo raccontava come un libro stampato, zero passione zero contatto umano.",Reception,positive
474,Attesa lunga ma scuse genuine,"Trenta minuti in coda ma il ragazzo al banco è stato onesto e ha offerto un caffè mentre aspettavamo, modo elegante di gestire un problema.",Reception,positive
475,Check out rapido ma senza spiegazioni,"Procedura veloce senza però spiegare voci oscure sul conto, velocità come alibi alla poca trasparenza.",Reception,negative
476,Accoglienza media senza errori gravi,"Nulla di memorabile ma nulla di terribile, servizio standard senza calore né difetti particolari.",Reception,positive
477,Personale gentile ma poco risolutivo,"Tutti sorridenti ma nessuno capace di risolvere il problema del riscaldamento rotto, empatia senza efficacia.",Reception,negative
478,Reception poco presidiata ma sempre cortese,"Quando c era il ragazzo era perfetto ma spesso scoperta per minuti interminabili, organizzazione debole ma persone buone.",Reception,negative
479,Check in con upgrade ma servizio successivo scadente,"Arrivo con camera migliorata gratis ma poi tutto il resto del soggiorno sotto le aspettative, bella partenza pessimo finale.",Reception,negative
480,Informazioni aggiornate staff pigro,Ci hanno dato dritte perfette sulla zona ma per qualsiasi richiesta in hotel erano lenti e svogliati.,Reception,negative
481,Arrivo accolti a braccia aperte poi dimenticati,"Benvenuto splendido ma nei giorni successivi zero attenzione, gentilezza di facciata senza sostanza.",Reception,negative
482,Colazione servita da staff reception,"Al mattino i camerieri erano pochi e la reception aiutava a servire caffè, caos in sala e ordine preso sbagliato, il problema era la cucina non organizzata.",F&B,negative
483,Cena disorganizzata con problemi al pagamento,"Ristorante con servizio lento e piatti freddi, poi alla reception ci hanno anche fatto aspettare per pagare la cena in camera, ma il cuore del problema è al ristorante.",F&B,negative
484,Buffet caotico staff confusionario,"Durante la colazione staff del ristorante misto con personale pulizie ai piani che passava a rifornire, scene di confusione ma la qualità dei piatti rimaneva scarsa.",F&B,negative
485,Room service lento e con errori di stanza,"Ordinato da cena in camera, arrivato dopo un ora con piatti sbagliati, la reception prometteva soluzioni ma il vero problema era la cucina che confondeva gli ordini.",F&B,negative
486,Colazione in camera ritardata dalla governante,"Chiesto breakfast in camera, la cameriera ai piani non aveva riferito bene al ristorante, ma piatti freddi e caffè allungato sono responsabilità della cucina.",F&B,negative
487,Cena con attesa per il vino,"Vini portati con grande ritardo dal sommelier sostituito dal portiere perché lo staff era sottodimensionato, problema in sala ristorante.",F&B,negative
488,Ristorante con menu sbagliato in camera,"Carta dei piatti lasciata in camera dalla cameriera ai piani con informazioni vecchie, ma quando ordinato tutto è arrivato sbagliato e la qualità era bassa.",F&B,negative
489,Bar chiuso prima dell orario indicato dalla reception,Informazione sbagliata al check in ma la vera delusione è stata trovare il bar chiuso e senza spiegazioni dal personale di sala.,F&B,negative
490,Colazione contaminata nonostante allergia segnalata al check in,"Avvisati al check in della reception dell allergia al glutine ma in cucina non l hanno rispettata, errore della brigata che non comunica con gli altri reparti.",F&B,negative
491,Brunch della domenica con camerieri rubati dalla reception,"Ragazze della reception mandate a servire al brunch per mancanza di staff sala, risultato un disastro di ordini sbagliati e piatti freddi, responsabilità della ristorazione.",F&B,negative
492,Cameriera che non sa spiegare gli orari,"Signora delle pulizie gentile ma non sapeva dirci gli orari del ristorante, non competenza sua, problema di comunicazione interna ma il nodo è la pulizia saltata.",Housekeeping,negative
493,Pulizie saltate per assenza alla reception,"Reception doveva comunicare al piano la nostra richiesta di pulizia pomeridiana, non l hanno fatto, ma è la cameriera ai piani che doveva accorgersene e venire comunque.",Housekeeping,negative
494,Asciugamani non portati nonostante chiamata al centralino,"Chiamato la reception per asciugamani extra, passato la richiesta al piano, governante non è mai venuta, problema del servizio pulizie che non risponde.",Housekeeping,negative
495,Camera non pronta al check in,"Reception incolpa le pulizie, pulizie incolpano la reception per aver accolto prima del tempo, ma la stanza doveva essere pulita alle 14, ritardo del servizio ai piani.",Housekeeping,negative
496,Lenzuola non cambiate nonostante cartello,"Lasciato cartello per cambio biancheria, cameriera ai piani non ha seguito la procedura, reception non c entra nulla con il problema operativo.",Housekeeping,negative
497,Bagno non pulito dopo lamentela in reception,"Segnalata alla reception la situazione, hanno detto che avrebbero avvisato il piano, ma il problema irrisolto è la pulizia fatta male dalla governante.",Housekeeping,negative
498,Cambio stanza per muffa in bagno,"Reception ha organizzato il cambio in modo efficiente ma il problema originale era di pulizie e manutenzione dei locali, nodo del servizio ai piani.",Housekeeping,negative
499,Rumori notturni ma vera causa pulizie mattutine,"Reception dice che i rumori sono solo notturni, in realtà il problema sono le cameriere che iniziano alle sei con i carrelli rumorosi, competenza housekeeping.",Housekeeping,negative
500,Richiesta di pulizia straordinaria ignorata,"Reception conferma richiesta ma per tre giorni nessuno viene a fare la pulizia extra, responsabilità del servizio ai piani che ignora le richieste.",Housekeeping,negative
501,Stanza sporca al check in dopo promessa reception,"Al check in la reception assicurava stanza pronta e impeccabile, invece stanza con letto disfatto e polvere, colpa delle pulizie non eseguite prima della consegna.",Housekeeping,negative
502,Pulizie rumorose ma reception non interviene,"Cameriere ai piani rumorose alle sei, chiamata reception tre volte, nessuna risposta né intervento, problema di gestione da parte del front office.",Reception,negative
503,Check in ritardato incolpato sulle pulizie,"Reception incolpa il servizio ai piani ma la realtà è che non avevano comunicato correttamente con le governanti, errore organizzativo della reception.",Reception,negative
504,Ristorante chiuso senza avviso alla reception,"Ristorante dell hotel chiuso per evento privato ma nessuno alla reception ci aveva avvisato, problema di comunicazione del front desk.",Reception,negative
505,Colazione orari sbagliati sul depliant in camera,"Depliant della reception con orari colazione errati, arrivati troppo tardi e trovato tutto chiuso, informazione sbagliata diffusa dal front office.",Reception,negative
506,Conto cena sbagliato e non corretto alla partenza,"Ristorante aveva fatto errore ma reception al check out non ha verificato correttamente, responsabilità dell amministrazione front office.",Reception,negative
507,Sveglia non arrivata dopo promessa del portiere,"Chiesto sveglia alle sei di mattina, nessuna chiamata, persa coincidenza, il problema è della reception che dimentica le richieste.",Reception,negative
508,Prenotazione ristorante persa dalla reception,"Receptionist aveva preso nota di prenotazione al ristorante interno ma non l ha trasmessa, tavolo non pronto, problema organizzativo della reception.",Reception,negative
509,Spiegazioni sulla lavanderia confuse,"Chiesto informazioni sul servizio lavanderia alla reception, risposte contraddittorie tra chi era al banco, confusione del front office più che problema dei piani.",Reception,negative
510,Cambio camera rifiutato nonostante disponibilità,"Stanze libere visibili al piano ma reception dice che non può spostarci, gestione delle prenotazioni rigida del front desk.",Reception,negative
511,Deposito bagagli rifiutato dalla reception,"Chiesto di lasciare valigie per qualche ora dopo check out, rifiutato senza motivo, mancanza di flessibilità della reception.",Reception,negative
